Age,Weight,Duration,Calories
70,84.0,20.0,154.0
66,63.0,26.0,153.0
30,89.0,14.0,44.0
39,81.0,3.0,6.0
29,66.0,17.0,60.0
66,84.0,6.0,30.0
29,57.0,10.0,46.0
27,57.0,27.0,178.0
21,58.0,10.0,41.0
37,55.0,25.0,159.0
62,77.0,5.0,19.0
30,89.0,16.0,72.0
72,82.0,10.0,48.0
35,51.0,27.0,169.0
32,60.0,21.0,110.0
54,77.0,18.0,111.0
23,70.0,25.0,161.0
36,96.0,2.0,6.0
71,74.0,4.0,18.0
65,68.0,18.0,110.0
32,93.0,26.0,150.0
35,65.0,25.0,165.0
29,92.0,22.0,93.0
62,90.0,7.0,29.0
33,59.0,2.0,8.0
47,54.0,26.0,190.0
43,103.0,21.0,146.0
62,52.0,8.0,37.0
43,60.0,6.0,24.0
36,59.0,6.0,24.0
52,51.0,3.0,13.0
51,73.0,21.0,163.0
25,98.0,11.0,39.0
48,78.0,1.0,2.0
71,90.0,20.0,161.0
43,96.0,13.0,67.0
21,84.0,3.0,7.0
67,98.0,15.0,84.0
45,76.0,17.0,100.0
50,87.0,10.0,44.0
23,82.0,20.0,111.0
40,49.0,1.0,4.0
68,71.0,23.0,155.0
70,65.0,28.0,166.0
27,78.0,27.0,177.0
22,72.0,19.0,81.0
46,72.0,18.0,81.0
20,71.0,5.0,12.0
34,52.0,11.0,47.0
26,91.0,28.0,186.0
35,61.0,20.0,110.0
48,86.0,3.0,12.0
65,95.0,9.0,48.0
65,64.0,27.0,205.0
57,92.0,9.0,42.0
35,72.0,28.0,170.0
66,71.0,27.0,179.0
21,75.0,10.0,36.0
65,66.0,27.0,175.0
23,55.0,28.0,192.0
49,81.0,21.0,136.0
28,74.0,20.0,82.0
61,81.0,4.0,15.0
34,81.0,21.0,121.0
34,81.0,18.0,114.0
48,95.0,10.0,51.0
62,73.0,13.0,56.0
20,93.0,8.0,26.0
63,66.0,19.0,120.0
48,79.0,21.0,112.0
21,95.0,25.0,162.0
22,69.0,26.0,137.0
52,58.0,16.0,83.0
29,57.0,9.0,37.0
27,87.0,12.0,57.0
61,85.0,20.0,131.0
26,67.0,7.0,25.0
50,84.0,5.0,25.0
79,100.0,21.0,143.0
30,61.0,12.0,58.0
63,61.0,20.0,135.0
41,72.0,17.0,80.0
32,62.0,28.0,176.0
23,62.0,9.0,45.0
44,86.0,26.0,153.0
57,91.0,14.0,76.0
32,66.0,11.0,42.0
42,67.0,4.0,17.0
40,72.0,13.0,72.0
45,85.0,18.0,82.0
64,68.0,23.0,160.0
34,101.0,12.0,72.0
47,80.0,16.0,97.0
25,68.0,14.0,57.0
39,58.0,5.0,17.0
25,99.0,4.0,16.0
63,82.0,6.0,25.0
20,55.0,2.0,7.0
40,105.0,28.0,217.0
77,101.0,24.0,220.0
57,96.0,2.0,8.0
33,77.0,9.0,17.0
65,81.0,21.0,152.0
35,95.0,11.0,51.0
35,71.0,29.0,202.0
26,97.0,7.0,20.0
22,93.0,5.0,8.0
37,64.0,9.0,42.0
27,93.0,27.0,190.0
24,66.0,27.0,121.0
20,77.0,3.0,7.0
76,80.0,21.0,150.0
28,68.0,17.0,104.0
57,82.0,6.0,31.0
40,64.0,15.0,73.0
57,69.0,20.0,109.0
36,91.0,30.0,200.0
57,44.0,28.0,198.0
37,63.0,20.0,110.0
79,58.0,18.0,106.0
20,77.0,21.0,130.0
26,60.0,17.0,76.0
38,80.0,18.0,93.0
70,78.0,22.0,153.0
25,53.0,21.0,123.0
33,72.0,6.0,29.0
66,84.0,4.0,20.0
28,66.0,21.0,111.0
45,97.0,13.0,65.0
24,58.0,30.0,202.0
71,89.0,18.0,84.0
30,92.0,1.0,1.0
36,75.0,19.0,99.0
38,79.0,3.0,13.0
67,63.0,5.0,24.0
58,82.0,25.0,177.0
22,64.0,16.0,66.0
49,66.0,2.0,7.0
53,64.0,11.0,60.0
43,59.0,6.0,19.0
39,60.0,16.0,84.0
21,97.0,2.0,3.0
41,62.0,28.0,198.0
46,71.0,16.0,101.0
30,84.0,28.0,157.0
26,59.0,15.0,69.0
27,75.0,5.0,23.0
32,89.0,15.0,76.0
32,98.0,3.0,10.0
22,58.0,6.0,23.0
71,60.0,28.0,220.0
44,66.0,25.0,110.0
21,94.0,10.0,34.0
36,53.0,6.0,23.0
23,54.0,28.0,168.0
23,66.0,22.0,131.0
41,82.0,14.0,79.0
20,98.0,8.0,30.0
45,55.0,30.0,211.0
25,78.0,6.0,26.0
21,89.0,9.0,23.0
76,73.0,3.0,10.0
38,68.0,12.0,63.0
45,91.0,16.0,75.0
47,53.0,25.0,156.0
56,87.0,5.0,29.0
33,65.0,5.0,18.0
21,63.0,11.0,48.0
21,79.0,15.0,65.0
22,56.0,26.0,180.0
57,83.0,18.0,111.0
24,79.0,26.0,132.0
22,71.0,17.0,100.0
44,79.0,23.0,142.0
29,62.0,13.0,53.0
50,64.0,12.0,62.0
40,77.0,28.0,184.0
26,62.0,15.0,73.0
47,59.0,28.0,178.0
32,65.0,20.0,90.0
75,56.0,10.0,54.0
38,77.0,15.0,72.0
65,59.0,13.0,67.0
77,88.0,26.0,239.0
22,56.0,17.0,85.0
46,87.0,20.0,129.0
70,77.0,25.0,242.0
31,79.0,4.0,12.0
26,67.0,19.0,96.0
26,52.0,23.0,150.0
33,79.0,17.0,89.0
24,70.0,5.0,16.0
41,78.0,4.0,9.0
32,57.0,10.0,52.0
57,80.0,8.0,40.0
29,101.0,4.0,9.0
45,70.0,20.0,113.0
76,89.0,15.0,103.0
31,59.0,28.0,161.0
71,78.0,15.0,117.0
71,61.0,25.0,185.0
74,62.0,26.0,174.0
35,101.0,6.0,21.0
48,69.0,21.0,118.0
45,99.0,18.0,125.0
56,73.0,4.0,16.0
31,87.0,15.0,72.0
40,72.0,14.0,73.0
51,59.0,21.0,140.0
43,85.0,19.0,93.0
35,53.0,19.0,110.0
21,49.0,14.0,79.0
46,76.0,28.0,170.0
69,72.0,16.0,76.0
29,75.0,30.0,188.0
56,84.0,12.0,59.0
32,66.0,14.0,60.0
50,74.0,8.0,37.0
22,49.0,16.0,80.0
23,61.0,10.0,45.0
25,65.0,6.0,25.0
37,75.0,4.0,17.0
44,62.0,16.0,83.0
47,55.0,16.0,91.0
50,66.0,6.0,25.0
65,89.0,18.0,128.0
68,48.0,2.0,10.0
40,91.0,25.0,141.0
71,94.0,19.0,143.0
65,96.0,27.0,221.0
25,103.0,10.0,43.0
69,67.0,29.0,211.0
21,66.0,6.0,21.0
76,83.0,14.0,105.0
27,55.0,19.0,113.0
75,72.0,16.0,108.0
64,81.0,15.0,85.0
33,72.0,14.0,64.0
65,80.0,6.0,32.0
42,63.0,11.0,39.0
20,53.0,3.0,9.0
71,91.0,14.0,75.0
53,103.0,9.0,48.0
68,91.0,16.0,90.0
75,83.0,26.0,265.0
78,80.0,9.0,49.0
79,75.0,8.0,38.0
69,71.0,25.0,149.0
26,78.0,23.0,125.0
74,91.0,19.0,133.0
74,83.0,13.0,89.0
31,65.0,19.0,102.0
32,57.0,4.0,19.0
74,56.0,9.0,48.0
78,86.0,26.0,223.0
24,89.0,27.0,167.0
52,76.0,6.0,25.0
22,64.0,7.0,31.0
24,50.0,15.0,80.0
45,69.0,9.0,47.0
29,97.0,26.0,160.0
60,71.0,10.0,57.0
32,48.0,5.0,17.0
26,87.0,10.0,29.0
44,62.0,18.0,96.0
53,78.0,12.0,58.0
22,88.0,22.0,150.0
52,68.0,20.0,114.0
70,83.0,6.0,39.0
32,57.0,19.0,98.0
72,94.0,19.0,149.0
73,47.0,22.0,135.0
38,104.0,16.0,89.0
40,92.0,11.0,56.0
51,88.0,15.0,103.0
45,64.0,8.0,29.0
29,56.0,10.0,46.0
51,60.0,19.0,96.0
56,54.0,8.0,40.0
22,62.0,2.0,7.0
62,94.0,5.0,23.0
72,53.0,12.0,69.0
38,78.0,20.0,90.0
42,50.0,15.0,86.0
27,90.0,7.0,24.0
23,83.0,24.0,130.0
32,52.0,15.0,83.0
24,65.0,23.0,135.0
36,49.0,11.0,53.0
35,67.0,25.0,156.0
72,70.0,12.0,54.0
23,70.0,5.0,6.0
71,61.0,26.0,193.0
27,69.0,6.0,21.0
74,83.0,30.0,215.0
42,44.0,9.0,43.0
29,67.0,10.0,43.0
73,65.0,7.0,31.0
49,70.0,4.0,20.0
38,82.0,9.0,43.0
22,81.0,5.0,16.0
64,68.0,3.0,14.0
42,59.0,24.0,130.0
41,62.0,3.0,13.0
67,80.0,15.0,74.0
68,88.0,1.0,5.0
35,78.0,16.0,76.0
41,82.0,19.0,119.0
36,68.0,17.0,88.0
69,95.0,10.0,61.0
76,98.0,16.0,111.0
25,85.0,29.0,179.0
45,87.0,25.0,164.0
63,66.0,26.0,168.0
32,51.0,8.0,38.0
56,67.0,21.0,115.0
22,61.0,18.0,91.0
25,59.0,21.0,105.0
27,78.0,9.0,38.0
32,77.0,21.0,118.0
30,92.0,14.0,64.0
40,52.0,24.0,160.0
53,76.0,12.0,62.0
35,83.0,6.0,25.0
42,95.0,30.0,211.0
63,104.0,14.0,88.0
44,82.0,16.0,93.0
50,68.0,28.0,196.0
20,65.0,29.0,147.0
70,88.0,17.0,112.0
21,74.0,26.0,151.0
54,60.0,9.0,48.0
21,61.0,19.0,91.0
47,81.0,27.0,161.0
34,96.0,25.0,182.0
51,65.0,25.0,122.0
25,70.0,20.0,117.0
22,68.0,22.0,106.0
60,60.0,4.0,18.0
28,65.0,24.0,140.0
68,69.0,11.0,64.0
23,59.0,28.0,190.0
60,81.0,25.0,179.0
23,57.0,17.0,74.0
32,65.0,7.0,25.0
34,93.0,26.0,137.0
27,80.0,3.0,3.0
38,108.0,19.0,115.0
22,88.0,24.0,131.0
44,81.0,27.0,197.0
45,66.0,23.0,126.0
60,60.0,11.0,56.0
42,78.0,6.0,19.0
60,93.0,30.0,259.0
45,72.0,2.0,6.0
38,74.0,15.0,62.0
69,63.0,23.0,152.0
60,89.0,24.0,190.0
53,70.0,18.0,95.0
20,74.0,2.0,4.0
62,77.0,16.0,78.0
44,72.0,28.0,211.0
76,89.0,11.0,63.0
27,88.0,14.0,67.0
20,85.0,22.0,114.0
78,103.0,9.0,56.0
62,63.0,13.0,59.0
52,88.0,27.0,215.0
27,68.0,18.0,94.0
25,68.0,25.0,152.0
43,64.0,9.0,36.0
36,76.0,1.0,4.0
20,91.0,9.0,44.0
28,59.0,11.0,50.0
40,77.0,6.0,26.0
43,67.0,21.0,116.0
60,97.0,17.0,66.0
26,49.0,24.0,145.0
56,79.0,4.0,12.0
40,98.0,21.0,150.0
40,77.0,14.0,60.0
71,74.0,13.0,76.0
40,72.0,4.0,15.0
40,90.0,5.0,14.0
36,62.0,27.0,200.0
51,64.0,16.0,87.0
30,45.0,27.0,189.0
25,64.0,26.0,151.0
25,77.0,7.0,26.0
22,65.0,30.0,153.0
74,88.0,14.0,78.0
61,85.0,15.0,103.0
36,78.0,6.0,18.0
52,93.0,24.0,194.0
29,86.0,7.0,18.0
44,55.0,29.0,191.0
27,79.0,13.0,62.0
55,50.0,7.0,29.0
28,59.0,14.0,68.0
25,64.0,22.0,142.0
68,54.0,26.0,177.0
48,53.0,14.0,76.0
20,94.0,9.0,33.0
57,113.0,6.0,20.0
24,92.0,14.0,54.0
52,52.0,16.0,95.0
67,87.0,9.0,46.0
74,77.0,7.0,33.0
30,52.0,22.0,117.0
37,70.0,29.0,200.0
38,80.0,27.0,205.0
37,70.0,25.0,159.0
37,69.0,14.0,73.0
30,89.0,3.0,12.0
23,91.0,23.0,139.0
36,74.0,13.0,79.0
61,98.0,25.0,212.0
34,65.0,2.0,7.0
72,82.0,25.0,175.0
38,67.0,6.0,23.0
54,82.0,2.0,7.0
76,94.0,7.0,51.0
66,69.0,7.0,32.0
65,70.0,14.0,81.0
57,57.0,1.0,4.0
41,55.0,16.0,86.0
41,56.0,26.0,178.0
54,90.0,12.0,67.0
66,65.0,28.0,158.0
42,72.0,28.0,183.0
22,83.0,20.0,92.0
44,81.0,28.0,165.0
51,57.0,18.0,107.0
33,57.0,13.0,73.0
39,65.0,7.0,28.0
37,73.0,24.0,126.0
58,86.0,12.0,64.0
50,82.0,5.0,20.0
20,70.0,18.0,103.0
28,77.0,7.0,21.0
27,80.0,13.0,58.0
43,85.0,14.0,73.0
38,59.0,5.0,17.0
22,86.0,17.0,67.0
21,103.0,21.0,137.0
74,67.0,23.0,143.0
22,81.0,13.0,54.0
23,67.0,3.0,12.0
43,94.0,25.0,158.0
47,109.0,1.0,4.0
44,95.0,12.0,62.0
56,80.0,25.0,192.0
25,53.0,12.0,60.0
31,66.0,28.0,192.0
27,53.0,24.0,157.0
42,89.0,10.0,47.0
33,67.0,4.0,17.0
60,98.0,26.0,196.0
63,40.0,9.0,55.0
25,51.0,22.0,120.0
69,71.0,20.0,157.0
40,68.0,5.0,21.0
21,71.0,10.0,39.0
25,72.0,9.0,41.0
29,98.0,18.0,90.0
68,67.0,3.0,13.0
74,93.0,5.0,26.0
20,102.0,10.0,34.0
22,97.0,8.0,28.0
24,84.0,8.0,35.0
32,77.0,3.0,6.0
59,84.0,12.0,50.0
36,61.0,13.0,60.0
53,73.0,6.0,18.0
28,60.0,12.0,54.0
27,81.0,14.0,40.0
20,68.0,4.0,10.0
71,68.0,18.0,117.0
25,84.0,26.0,171.0
60,59.0,24.0,176.0
76,95.0,17.0,132.0
72,102.0,12.0,87.0
72,58.0,12.0,63.0
47,54.0,9.0,40.0
31,67.0,13.0,64.0
27,80.0,13.0,52.0
55,74.0,9.0,36.0
66,96.0,6.0,30.0
28,85.0,24.0,158.0
42,78.0,25.0,182.0
21,55.0,29.0,195.0
47,69.0,7.0,32.0
22,55.0,29.0,164.0
29,50.0,15.0,80.0
21,79.0,11.0,28.0
64,66.0,8.0,31.0
62,59.0,5.0,21.0
47,70.0,19.0,106.0
51,94.0,14.0,94.0
27,78.0,18.0,72.0
25,97.0,27.0,153.0
41,83.0,28.0,157.0
24,76.0,21.0,93.0
31,90.0,11.0,57.0
44,75.0,3.0,14.0
50,62.0,17.0,112.0
56,59.0,5.0,24.0
23,91.0,14.0,36.0
62,79.0,26.0,187.0
37,66.0,15.0,84.0
77,93.0,29.0,230.0
43,52.0,29.0,195.0
37,95.0,8.0,27.0
34,75.0,8.0,34.0
23,88.0,8.0,29.0
43,96.0,11.0,63.0
56,58.0,24.0,154.0
41,77.0,4.0,19.0
70,108.0,9.0,48.0
27,56.0,25.0,130.0
21,98.0,29.0,194.0
53,60.0,20.0,110.0
32,92.0,19.0,109.0
30,81.0,9.0,42.0
36,62.0,6.0,23.0
69,52.0,2.0,10.0
29,87.0,9.0,28.0
59,61.0,25.0,158.0
77,90.0,24.0,192.0
23,83.0,20.0,108.0
39,71.0,12.0,60.0
72,76.0,3.0,12.0
40,78.0,14.0,54.0
29,65.0,24.0,146.0
31,111.0,6.0,28.0
20,70.0,22.0,87.0
22,65.0,25.0,157.0
23,60.0,21.0,111.0
53,84.0,16.0,76.0
49,92.0,16.0,107.0
25,74.0,19.0,110.0
47,68.0,27.0,163.0
63,55.0,16.0,106.0
46,90.0,17.0,90.0
20,55.0,20.0,119.0
52,60.0,21.0,129.0
29,71.0,9.0,38.0
30,42.0,24.0,151.0
40,65.0,20.0,115.0
64,85.0,26.0,167.0
28,86.0,22.0,122.0
21,94.0,10.0,34.0
61,69.0,14.0,70.0
73,75.0,2.0,9.0
64,81.0,7.0,31.0
30,54.0,7.0,30.0
49,53.0,26.0,166.0
51,67.0,23.0,126.0
33,57.0,12.0,70.0
68,58.0,14.0,65.0
33,91.0,12.0,55.0
30,60.0,16.0,69.0
57,74.0,15.0,77.0
21,65.0,24.0,142.0
28,84.0,22.0,128.0
37,79.0,26.0,168.0
60,71.0,30.0,225.0
21,63.0,8.0,35.0
55,60.0,8.0,31.0
38,65.0,2.0,7.0
53,89.0,14.0,73.0
44,66.0,25.0,169.0
20,53.0,3.0,9.0
37,62.0,12.0,51.0
48,74.0,26.0,152.0
28,73.0,20.0,109.0
38,70.0,16.0,88.0
56,65.0,26.0,154.0
24,66.0,3.0,12.0
22,72.0,30.0,192.0
69,87.0,18.0,104.0
41,62.0,4.0,15.0
67,60.0,20.0,132.0
20,54.0,17.0,81.0
25,83.0,4.0,10.0
26,76.0,23.0,113.0
24,70.0,9.0,29.0
72,89.0,5.0,21.0
59,78.0,19.0,104.0
46,93.0,17.0,112.0
53,77.0,11.0,51.0
29,87.0,23.0,133.0
40,92.0,26.0,214.0
32,56.0,27.0,172.0
48,76.0,21.0,100.0
69,65.0,10.0,52.0
21,58.0,11.0,45.0
43,54.0,23.0,149.0
49,63.0,22.0,119.0
63,91.0,18.0,119.0
54,97.0,11.0,66.0
54,85.0,26.0,149.0
56,71.0,15.0,81.0
50,86.0,4.0,17.0
24,53.0,4.0,16.0
38,111.0,16.0,91.0
26,69.0,16.0,82.0
28,87.0,29.0,167.0
54,41.0,30.0,228.0
27,52.0,13.0,54.0
67,78.0,27.0,188.0
27,56.0,18.0,121.0
74,74.0,1.0,4.0
38,72.0,30.0,209.0
30,64.0,4.0,18.0
67,70.0,14.0,74.0
35,94.0,20.0,128.0
34,98.0,7.0,23.0
26,65.0,14.0,63.0
23,87.0,16.0,59.0
56,90.0,25.0,183.0
69,60.0,24.0,159.0
53,85.0,24.0,169.0
36,59.0,4.0,15.0
75,65.0,10.0,45.0
22,64.0,13.0,59.0
69,68.0,15.0,88.0
20,86.0,4.0,10.0
63,57.0,2.0,9.0
23,69.0,24.0,139.0
44,87.0,27.0,176.0
36,69.0,13.0,73.0
63,99.0,7.0,36.0
78,112.0,4.0,23.0
52,59.0,29.0,206.0
57,61.0,23.0,143.0
65,60.0,1.0,4.0
27,58.0,8.0,32.0
60,83.0,5.0,23.0
69,96.0,4.0,25.0
21,65.0,20.0,127.0
28,86.0,23.0,142.0
22,63.0,28.0,170.0
75,66.0,29.0,187.0
22,81.0,28.0,179.0
27,54.0,10.0,47.0
26,73.0,10.0,37.0
25,83.0,16.0,90.0
52,56.0,26.0,183.0
46,67.0,8.0,32.0
43,87.0,23.0,156.0
30,61.0,4.0,16.0
62,94.0,17.0,108.0
36,77.0,23.0,157.0
31,67.0,22.0,139.0
21,83.0,7.0,24.0
61,78.0,8.0,31.0
28,53.0,15.0,92.0
30,66.0,1.0,2.0
70,87.0,12.0,64.0
66,81.0,8.0,41.0
51,72.0,29.0,188.0
20,41.0,5.0,20.0
26,67.0,18.0,64.0
24,65.0,8.0,38.0
62,108.0,3.0,15.0
37,97.0,27.0,169.0
28,53.0,26.0,165.0
22,76.0,15.0,53.0
30,65.0,5.0,14.0
37,102.0,1.0,2.0
52,68.0,12.0,58.0
45,100.0,8.0,49.0
73,52.0,19.0,117.0
38,77.0,14.0,49.0
75,89.0,22.0,154.0
40,96.0,19.0,89.0
27,63.0,22.0,124.0
56,93.0,5.0,19.0
35,71.0,8.0,39.0
21,55.0,3.0,10.0
23,73.0,15.0,56.0
24,63.0,24.0,121.0
40,79.0,20.0,102.0
28,63.0,1.0,3.0
39,61.0,17.0,87.0
34,63.0,8.0,41.0
63,59.0,29.0,196.0
38,88.0,23.0,158.0
59,80.0,7.0,34.0
22,46.0,22.0,120.0
25,75.0,28.0,141.0
38,78.0,6.0,30.0
30,67.0,14.0,67.0
57,120.0,26.0,208.0
48,54.0,23.0,151.0
45,61.0,13.0,78.0
77,103.0,17.0,113.0
42,64.0,2.0,8.0
23,55.0,14.0,56.0
37,59.0,9.0,46.0
22,67.0,8.0,34.0
36,82.0,8.0,31.0
21,81.0,16.0,62.0
62,73.0,8.0,34.0
41,60.0,11.0,52.0
57,63.0,21.0,125.0
31,57.0,10.0,50.0
35,54.0,17.0,99.0
54,78.0,13.0,64.0
37,67.0,19.0,83.0
38,87.0,3.0,9.0
26,60.0,17.0,84.0
78,59.0,8.0,41.0
62,57.0,27.0,160.0
21,50.0,1.0,4.0
77,84.0,9.0,51.0
28,61.0,12.0,55.0
20,72.0,29.0,185.0
45,89.0,8.0,26.0
35,64.0,24.0,138.0
49,85.0,22.0,154.0
75,51.0,30.0,206.0
58,55.0,24.0,156.0
44,54.0,12.0,70.0
53,79.0,15.0,88.0
35,63.0,13.0,74.0
32,60.0,17.0,104.0
21,56.0,11.0,41.0
70,81.0,8.0,42.0
78,80.0,21.0,155.0
37,67.0,26.0,166.0
20,78.0,15.0,41.0
23,54.0,30.0,203.0
46,83.0,16.0,90.0
22,63.0,1.0,2.0
54,83.0,14.0,90.0
22,97.0,14.0,58.0
35,57.0,21.0,116.0
46,66.0,7.0,34.0
22,93.0,14.0,65.0
65,58.0,24.0,161.0
35,77.0,25.0,150.0
45,93.0,2.0,8.0
33,63.0,27.0,155.0
78,90.0,28.0,230.0
77,63.0,28.0,195.0
24,64.0,25.0,150.0
55,100.0,21.0,141.0
59,83.0,19.0,136.0
33,97.0,14.0,66.0
75,76.0,6.0,30.0
31,53.0,10.0,47.0
31,95.0,23.0,125.0
37,72.0,14.0,67.0
45,79.0,24.0,153.0
42,54.0,25.0,161.0
46,79.0,20.0,129.0
20,82.0,11.0,38.0
25,77.0,10.0,22.0
21,59.0,27.0,183.0
44,67.0,24.0,105.0
59,55.0,2.0,7.0
56,51.0,6.0,29.0
25,55.0,18.0,89.0
29,82.0,15.0,69.0
34,57.0,5.0,22.0
71,93.0,24.0,183.0
41,83.0,11.0,56.0
32,77.0,29.0,201.0
35,68.0,4.0,8.0
66,86.0,15.0,91.0
20,63.0,23.0,149.0
27,66.0,5.0,17.0
47,67.0,6.0,27.0
44,67.0,8.0,34.0
30,57.0,29.0,214.0
55,77.0,9.0,42.0
55,96.0,24.0,148.0
79,59.0,16.0,92.0
75,73.0,22.0,146.0
52,57.0,25.0,162.0
50,91.0,15.0,112.0
67,88.0,15.0,106.0
20,102.0,23.0,120.0
26,70.0,19.0,99.0
23,71.0,21.0,111.0
33,62.0,6.0,27.0
29,58.0,9.0,34.0
31,96.0,21.0,96.0
48,96.0,21.0,139.0
59,94.0,24.0,166.0
78,93.0,1.0,5.0
45,60.0,4.0,16.0
71,60.0,12.0,66.0
31,80.0,27.0,167.0
46,50.0,8.0,33.0
28,64.0,14.0,73.0
32,57.0,27.0,180.0
31,76.0,1.0,3.0
32,78.0,16.0,77.0
63,78.0,3.0,9.0
71,61.0,9.0,53.0
63,79.0,15.0,102.0
33,73.0,23.0,134.0
22,68.0,21.0,103.0
59,54.0,26.0,181.0
54,90.0,24.0,166.0
73,70.0,24.0,174.0
21,70.0,2.0,6.0
52,68.0,18.0,95.0
36,92.0,19.0,101.0
23,45.0,18.0,93.0
30,61.0,30.0,184.0
25,85.0,23.0,131.0
73,97.0,10.0,56.0
25,50.0,21.0,133.0
20,65.0,15.0,69.0
63,83.0,16.0,89.0
42,58.0,17.0,82.0
30,86.0,25.0,108.0
31,64.0,26.0,154.0
21,74.0,12.0,57.0
29,56.0,25.0,123.0
46,72.0,16.0,76.0
51,83.0,15.0,63.0
32,66.0,24.0,154.0
30,78.0,8.0,25.0
23,84.0,15.0,57.0
45,100.0,16.0,93.0
71,74.0,18.0,130.0
29,59.0,21.0,116.0
32,51.0,13.0,54.0
43,96.0,13.0,69.0
58,62.0,19.0,122.0
46,73.0,19.0,109.0
51,109.0,14.0,81.0
77,63.0,19.0,134.0
33,90.0,11.0,62.0
20,79.0,4.0,5.0
33,87.0,23.0,124.0
55,92.0,17.0,104.0
21,72.0,5.0,12.0
50,83.0,29.0,247.0
22,66.0,7.0,30.0
30,90.0,14.0,76.0
51,92.0,15.0,93.0
52,82.0,4.0,13.0
67,91.0,15.0,91.0
38,61.0,25.0,160.0
24,57.0,2.0,6.0
77,75.0,7.0,33.0
76,90.0,17.0,130.0
29,90.0,8.0,31.0
33,68.0,12.0,57.0
38,91.0,15.0,88.0
31,72.0,27.0,180.0
67,74.0,4.0,14.0
37,76.0,7.0,23.0
23,59.0,5.0,21.0
45,93.0,6.0,27.0
21,67.0,17.0,77.0
26,64.0,20.0,91.0
41,67.0,7.0,30.0
57,72.0,24.0,158.0
37,96.0,11.0,53.0
23,77.0,28.0,140.0
31,51.0,5.0,18.0
61,86.0,12.0,66.0
20,91.0,25.0,98.0
39,87.0,13.0,70.0
73,50.0,27.0,205.0
35,98.0,5.0,23.0
25,61.0,24.0,148.0
68,63.0,28.0,187.0
21,54.0,24.0,138.0
20,76.0,26.0,180.0
47,89.0,19.0,113.0
24,102.0,4.0,13.0
38,80.0,23.0,147.0
41,68.0,16.0,91.0
24,71.0,5.0,19.0
79,99.0,13.0,79.0
65,83.0,18.0,123.0
77,85.0,7.0,36.0
37,82.0,26.0,146.0
45,60.0,19.0,118.0
49,96.0,3.0,13.0
21,78.0,21.0,87.0
37,74.0,18.0,82.0
42,90.0,18.0,90.0
35,78.0,12.0,36.0
68,94.0,8.0,42.0
39,71.0,2.0,8.0
49,82.0,23.0,129.0
49,63.0,25.0,167.0
77,76.0,2.0,8.0
28,58.0,5.0,18.0
24,63.0,16.0,76.0
49,57.0,25.0,179.0
47,62.0,3.0,11.0
43,67.0,11.0,56.0
63,83.0,11.0,66.0
29,77.0,13.0,47.0
66,89.0,9.0,43.0
58,72.0,6.0,28.0
32,71.0,1.0,3.0
50,95.0,25.0,193.0
36,62.0,13.0,71.0
33,63.0,12.0,57.0
34,66.0,12.0,65.0
78,62.0,15.0,81.0
44,69.0,7.0,31.0
40,54.0,15.0,75.0
59,64.0,29.0,217.0
32,84.0,17.0,92.0
68,76.0,26.0,217.0
20,53.0,20.0,102.0
73,90.0,10.0,59.0
45,86.0,16.0,90.0
72,69.0,20.0,138.0
61,105.0,11.0,72.0
20,63.0,22.0,126.0
25,98.0,11.0,36.0
28,48.0,25.0,144.0
40,84.0,28.0,163.0
21,60.0,26.0,134.0
29,94.0,17.0,104.0
20,54.0,24.0,156.0
69,63.0,14.0,83.0
56,68.0,10.0,54.0
24,86.0,18.0,64.0
40,56.0,4.0,17.0
61,83.0,12.0,54.0
56,57.0,6.0,24.0
63,62.0,29.0,189.0
60,73.0,10.0,53.0
50,77.0,2.0,6.0
75,83.0,26.0,181.0
31,89.0,18.0,104.0
40,77.0,5.0,12.0
22,60.0,24.0,142.0
37,55.0,6.0,29.0
47,79.0,28.0,211.0
57,61.0,30.0,231.0
59,90.0,9.0,44.0
28,65.0,17.0,85.0
50,87.0,15.0,84.0
22,88.0,16.0,42.0
44,73.0,14.0,68.0
44,60.0,9.0,39.0
78,87.0,11.0,73.0
25,99.0,23.0,121.0
24,81.0,6.0,15.0
22,56.0,2.0,7.0
38,70.0,1.0,4.0
52,56.0,16.0,83.0
48,88.0,8.0,30.0
45,72.0,7.0,31.0
43,73.0,28.0,181.0
55,99.0,26.0,155.0
75,77.0,1.0,3.0
62,83.0,4.0,19.0
25,63.0,2.0,7.0
50,62.0,22.0,129.0
37,57.0,23.0,136.0
25,111.0,22.0,135.0
44,56.0,8.0,39.0
22,99.0,18.0,68.0
24,92.0,6.0,19.0
59,64.0,14.0,75.0
64,61.0,16.0,98.0
64,93.0,19.0,156.0
65,93.0,13.0,86.0
55,99.0,20.0,134.0
27,81.0,8.0,12.0
32,94.0,19.0,90.0
27,72.0,29.0,186.0
39,59.0,18.0,102.0
23,52.0,16.0,78.0
41,56.0,20.0,107.0
61,79.0,9.0,43.0
25,108.0,19.0,101.0
25,83.0,26.0,175.0
27,82.0,25.0,128.0
53,60.0,14.0,64.0
36,96.0,8.0,24.0
22,50.0,7.0,37.0
70,103.0,21.0,177.0
51,70.0,9.0,50.0
56,94.0,21.0,162.0
40,63.0,4.0,14.0
71,77.0,2.0,8.0
36,82.0,13.0,49.0
47,75.0,29.0,238.0
28,64.0,21.0,136.0
55,59.0,10.0,45.0
28,61.0,17.0,75.0
